"PortName";"Time";"DeltaTime";"Hex";"ASCII";"Message"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 0F 00 04 50 D0 00 00 32";"Uª....PÐ..2";"Memory Free=53328"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 24 00 00 26";"Uª.$..&";"Get Wi-Fi signal strength"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 24 00 01 EC 10";"Uª.$..ì.";"Wi-Fi signal strength Signal=236"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 25 00 00 27";"Uª.%..'";"Disable heartbeats"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 25 00 00 24";"Uª.%..$";"Disable heartbeats ACK"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 2B 00 00 2D";"Uª.+..-";"Get Network Status"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 2B 00 01 04 2F";"Uª.+.../";"Network Status The device is connected to the cloud"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 2D 00 00 2F";"Uª.-../";"Get MAC Addr"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 2D 00 07 00 50 8A 06 E3 A2 D9 71";"Uª.-...P..ã¢Ùq";"Get MAC Addr sucessful Addr= EntityData=50:8A:06:E3:A2:D9"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 34 00 02 07 02 41";"Uª.4....A";"Get Wi-Fi Infos Country code"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 34 00 18 07 00 7B 22 63 63 22 3A 78 78 2C 22 73 6E 22 3A 22 73 65 72 4E 6F 22 7D 54";"Uª.4....{"cc":xx,"sn":"serNo"}T";"Wi-Fi Infos Success {"cc":xx,"sn":"serNo"}"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 36 00 01 01 37";"Uª.6...7";"Query HomeKit service configuration"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 36 00 01 01 3A";"Uª.6...:";"Query HomeKit service configuration ACK"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 36 00 0A 02 02 02 02 34 61 03 02 62 63 A9";"Uª.6......4a..bc©";"Request HomeKit service configuration StartSrvSerNo=2 SrvSerNo=2 Service=Thermostat SrvSerNo=3 Service=Heater Cooler"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 36 00 04 02 00 01 00 3C";"Uª.6......<";"Response HomeKit service configuration sucessful SrvSerNo=1 failed SrvSerNo=2 sucessful"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 36 00 0A 03 01 01 64 01 02 00 02 01 02 B0";"Uª.6.....d......°";"Send HomeKit Cmd SrvSerNo=1 Characteristic=Cooling Threshold Temperature Int=258"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 36 00 0A 04 01 01 64 01 02 00 02 01 02 B4";"Uª.6.....d......´";"Report HomeKit status SrvSerNo=1 Characteristic=Cooling Threshold Temperature Int=258"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 36 00 0A 05 01 01 64 02 31 33 02 36 36 81";"Uª.6.....d.13.66.";"Optional Homekit Characteristic Configuration SrvSerNo=1 Characteristic=Cooling Threshold Temperature Characteristic=Hue Characteristic=Security System Current State"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 36 00 04 05 00 01 00 3F";"Uª.6......?";"Response Optional HomeKit Characteristic Configuration sucessful No=1 failed No=2 sucessful"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 36 00 44 06 7B 22 73 65 72 76 69 63 65 5F 73 65 72 69 61 6C 22 3A 30 2C 22 63 68 61 72 5F 73 74 72 22 3A 22 41 39 22 2C 22 76 61 6C 5F 74 79 70 65 22 3A 30 2C 22 76 61 6C 69 64 5F 76 61 6C 22 3A 5B 30 2C 32 5D 7D 96";"Uª.6.D.{"service_serial":0,"char_str":"A9","val_type":0,"valid_val":[0,2]}.";"Valid Values of Characteristic {"service_serial":0,"char_str":"A9","val_type":0,"valid_val":[0,2]}"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 36 00 02 06 07 44";"Uª.6....D";"Valid Values of Characteristic Response=Failed to process data"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 03 37 00 0E 00 7B 22 6D 63 75 5F 6F 74 61 22 3A 31 7D D6";"Uª.7...{"mcu_ota":1}Ö";"Notify new feature configuration {"mcu_ota":1} OTA=MCU does not have a scratchpad"
"Decoder";"23-08-02 14:15:39.45";"00:00:08.68";"55 AA 00 37 00 02 00 01 39";"Uª.7....9";"Notify new feature configuration Response=invalid content"
"";"";"";"";"";""
